rep_number,first_name,last_name,party,Har ingen registreringspliktige interesser,Styreverv mv.,Selvstendig næring,Lønnet stilling mv.,Tidligere arbeidsgiver,Framtidig arbeidsgiver,Økonomisk støtte,Eiendom i næring,Aksjer mv.,Utenlandsreiser,Gaver,Ingen registrerte opplysninger
30,Lise,Christoffersen,A,,"Styremedlem Strømsgodset Toppfotball (ulønnet)
Styremedlem Buskerud Idrettskrets (ulønnet)
Styremedlem Special Olympics (ulønnet)
Visepresident Socialist International Women (ulønnet)",,,"Permisjon uten lønn: Asplan Viak AS, Sandvika",,,,,,"Mottatt en flaske av Drammen kommunes jubileumscognac 2011 som medlem av jury for å bestemme dens navn.
Cognac og navnekonkurranse et samarbeid mellom Larsen Cognac, Trond B. Olsen, Byavisa Drammen og Radio Metro.",
25,André Oktay,Dahl,H,,"BSPC (Baltic Sea Parliamentary Conference) Rapporteur
on Civil Security and Trafficking
Styremedlem Reform (møtegodtgjørelse)
Styreleder Chat Noir (årlig godtgjørelse som utbetales
første gang i 2014)","Honorar for deltakelse i TV-program i regi av Monster
Entertainment AS juni/juli 2011. Honoraret tildeles en
organisasjon ifbm. julen 2011.",,,"Begynner i Gambit Hill Knowlton etter stortingsperioden
2009-2013",,,,28. nov. - 03. des. 2009 - Deltok på studiereise til Taiwan. Reise og opphold dekket av den taiwanske stat.,,
1,Freddy,de Ruiter,A,True,,,,,,,,,,,
56,Laila,Dåvøy,KrF,,Styremedlem i Carte Blanche (godtgjørelse),,,,,,,,,,
160,Lars,Egeland,SV,,,,,,,,,,,,True
71,Rigmor Andersen,Eide,KrF,,"Styremedlem Fjord1 MRF (honorar)
Styremedlem Brisk Kompetansesenter AS (honorar)
Styremedlem Molde Internasjonale Jazzfestival (honorar)
Nestleder i styret til Stiftelsen Amathea (honorar)",,,,,,,,"Besøk i Polen november 2009 for å døpe ei gassferge.
Betalt av Fjord1 MRF",,
17,Gunvor,Eldegard,A,,Styremedlem og nestleiar i driftsstyret ved Etterstad videregående skole,,,,,,,,,,
77,Jan Arild,Ellingsen,FrP,,"Styreleder Salten kontrollutvalgsservice (godtgjørelse)
Medlem kommunestyret i Saltdal kommune (møtegodtgjørelse)",,,,,,,,,,
8,Dagrun,Eriksen,KrF,True,,,,,,,,,,,
140,Robert,Eriksson,FrP,,Styreleder i Innherred Finans & Forsikring AS (lønnet),Innherred Finans & Forsikring,,,,,,Innherred Finans & Forsikring AS,,,
156,Svein,Flåtten,H,,"Styreleder Sveisemekanikk AS (ulønnet)
Styremedlem Sandvik/Kaldnes AS (ulønnet)
Styreleder Solnes Eiendom AS (ulønnet)
Styremedlem Sandvik Kaldnes Eiendom AS (ulønnet)
Styreleder Flåtten Holding AS (ulønnet)
Styremedlem Solnes Utvikling AS (ulønnet)",,,,,,"Gnr 27 bnr. 9 og 110 i Stokke kommune (jf. pkt. 9)
Gnr. 34 bnr. 29/40/42/43 i Stokke kommune","Sandvik/ Kaldnes AS
Sandvik Kaldnes Eiendom AS
Flåtten Holding AS
Solnes Utvikling AS",,"Deltok 11.12.2012 på middag og nobelkonsert med DNB
Nor.",
166,Thor Erik,Forsberg,A,,Medlem av Sarpsborg bystyre 2007-2011 (møtegodtgjørelse),,,,,,,,,,
91,Per-Kristian,Foss,H,,"Medlem av styret for European Humanities University
(ikke honorar)
Fra 1. mai 2013: Styreleder i Stiftelsen Kunstmuseene i
Bergen (honorar)",Honorar for enkeltstående avisartikler. Ingen faste avtaler,,,,,,,"27.-28. april 2006 - Betalt reise tur/retur og 1 overnatting
i Lisboa i forbindelse med foredrag for Storebrand
17.-19. november 2006 - Reise og opphold betalt av Lutefisklaget i Singapore (næringslivsarrangement)
April 2009 - 5-dagers studiereise til USA (Washington
og New York) betalt av Civita.
29. september 2011- Foredrag i Den Norske Klubb i
London. Reise og opphold betalt av arrangør.
Mars 2012 - Foredrag om norsk økonomi på hovedstadsmesse i Cannes, flybillett t/r Nice og to døgn på hotell betalt av Oslo kommune.",Juni 2008 - Opphold og billetter i 2 døgn på Risør kammermusikkfestival som gjest hos DnB Nor,
37,Jan-Henrik,Fredriksen,FrP,True,,,,,,,,,,,
168,Vigdis,Giltun,FrP,,"Nestleder i Frevar KF (Fredrikstad vann, avløp og renovasjon) (møtegodtgjørelse)
Styreleder i FBAS (Fredrikstad Biogass AS) (fast godtgjørelse)
Medlem Fredrikstad bystyre (møtegodtgjørelse)",,,,,,,,,,
7,Peter Skovholt,Gitmark,H,,,,Signert arbeidskontrakt 30.4.13 med selskapet Amrop,,,,,,"18.-25. september 2005 reise til Israel og de palestinske
områder. Reise og opphold betalt av Thanks to Scandinavia
6.-27. oktober 2005 studietur til USA, betalt av US State
Dept.
2006 - 4 dagers reise til Taiwan betalt av Høyres
søsterparti KMT
18.-24. mars 2008 Taiwan. Reise og opphold betalt av
KMT. Invitert som leder av IYDU (International Young
Democrat Union).",,
67,Svein,Gjelseth,A,,"Styreleiar Tussa Kraft AS (godtgjersle)
Styremedlem Havyard Leirvik AS (godtgjersle)
Styreleiar MMC Tendos AS (godtgjersle)
Styreleiar VISIMO AS (ingen godtgjersle)",,,,,,,,,,
144,Gunn Karin,Gjul,A,,Styremedlem i Regnskogfondet (ulønnet),,,,,,,,"November 2007 - 4 dagers reise til Brasil (Amazonas)
betalt av Regnskogfondet",,
2,Ingebjørg,Godskesen,FrP,,,,,,,,,,"Studiereise til Taiwan 11.-16. september 2010. Reise og
opphold betalt av taiwanske myndigheter.",,
20,Sylvi,Graham,H,,"Styremedlem i stiftelsen Av og til (tidl. Alkokutt), ikke
godtgjørelse",,,,,,,,,Sølvskål til 60-årsdagen i 2011 fra Høyres stortingsgruppe,
99,Trine Skei,Grande,V,,"Leder i Venstre (honorar)
Parlamentarisk leder for Venstres stortingsgruppe (honorar)
Medlem av Helsingforskomiteens råd (ulønnet)","Grande Rådgivning er registrert, men ikke aktivt",,,,,,,"April 2004 - Besøk presidentinnsettelse i Taiwan etter at
Venstres søsterparti vant valget",,
152,Heidi,Greni,Sp,,"Kommunestyre- og formannskapsmedlem i Holtålen
kommune (godtgjørelse)
Vararepresentant til styret for Forolhogna nasjonalpark
(ikke godtgjørelse)",,,Permisjon uten lønn fra Coop Oppdal,,,,,,,
68,Oskar J.,Grimstad,FrP,,"Styreleder Beslag & Ventilasjon AS (ikke godtgjørelse)
Styremedlem Beslag & Ventilasjon Eiendom AS (ikke
godtgjørelse)
Varamedlem styret for Hareid Trafikkterminal (ikke
godtgjørelse)",,,,,,,"Beslag & Ventilasjon AS
Beslag & Ventilasjon Eiendom AS","Styretur/styremøte til byggeverft i Litauen (dato 02 05.10.2009), betalt av Fjord1 Nordvestlandske AS",,
45,Olov,Grøtting,Sp,,"Alvdal Skurlag AS, godtgjøring
Flåklypa AS, ingen godtgjøring
Kommunestyre og formannskap Alvdal kommune, godtgjøring",,,,,,,,,,
159,Steinar,Gullvåg,A,True,,,,,,,,,,,
46,Gunnar,Gundersen,H,,"Styreleder Losby Bruk ANS (godtgjørelse)
Styremedlem Tretorget AS (godtgjørelse)",Skogbruk,,,,,"Skogbruk i Åsnes kommune - gnr 18, bnr 1 m.fl.","G.A.G. Konsult AS
Åsnes Næringshage AS","Reise til Taiwan 2.1.-8.1.2011. Invitert av taiwanske
myndigheter som også betalte reisen.",,
34,Laila,Gustavsen,A,,"Europabevegelsen, styremedlem
Adaptor AS, styreleder (godtgjøring)",,Se punkt 5,Permisjon (ulønnet) fra stilling i NAV-Kongsberg,,,,,"Deltar på Visitors program, betalt av USA, perioden
16.4.-8.5.2011",,
165,Jon Jæger,Gåsvatn,FrP,,"Varamedlem til Sarpsborg bystyre fra 2011, møtegodtgjørelse",Eier/daglig leder Eco- Import Gåsvatn Jon (sovende firma),,,,,,,,,
84,Tore,Hagebakken,A,True,,,,,,,,,,,
89,Aksel,Hagen,SV,,"Styremedlem i Styret for kulturskolen i Hedmark og
Oppland (ikke godtgjørelse)
Styremedlem Oppland nei til EU (ikke godtgjørelse)
Varamedlem Ship to Gaza Norway (ikke godtgjørelse)
Medlem representantskapet Fellesutvalget for Palestina
(ikke godtgjørelse)
Rådsmedlem Likestillingssenteret, Hamar (ikke godtgjørelse)",,,,,,,,,,
53,Gjermund,Hagesæter,FrP,,,,,,,,,Krikal AS,"7.-10. september 2006 - foredragsholder på seminar for
FNH (Norges Fondsmeglerforbund) i Istanbul. Reise og
opphold betalt av FNH.",,
54,Øyvind,Halleraker,H,,"Styreleder i Bømlo Foto AS (ulønnet)
Visepresident i ASECAP, Brüssel (ulønnet)
Styreleder Sethaugen AS (ulønnet)
Styremedlem Kyststamveien Stavanger-Bergen AS
(ulønnet)
Varamedlem Paladio AS (ulønnet)
Varamedlem Halleraker AS (ulønnet)",,,Permisjon uten lønn fra Sunnhordland Bru og Tunnelselskap AS (SBT AS),,,"Mekebakken Gaard, næringseiendom, landbruk, Bømlo
kommune",Bømlo Foto AS,,,
72,Mette,Hanekamhaug,FrP,,,Honorar fra Se og Hør i form av spabehandling,,,,,,,,,
148,Eva Kristin,Hansen,A,,Styremedlem Midtnorsk Jazzsenter (godtgjørelse),,,,,,,,,,
81,Geir-Ketil,Hansen,SV,True,,,,,,,,,,,
80,Lillian,Hansen,A,,Styreleder i Strand Hansen Maskin og Transport AS (ikke godtgjørelse),,,,,,,,,,
129,Sigvald Oppebøen,Hansen,A,,"Medlem av Stortingets utval for rettferdsvederlag (godtgjersle)
Styreleiar i Gea Norvegica Geopark IKS (godtgjersle)",,,,,,,,,,
161,Svein Roald,Hansen,A,,"Styremedlem Tredalen Eiendom AS (ulønnet)
Leder av Europabevegelsen (ulønnet)
Styremedlem i Fredrikstad Utvikling (ulønnet)",,,,,,,Tredalen Eiendom AS,,,
3,Svein,Harberg,H,,"Styreleder Stiftelsen Fjordane Utvandrersenter (ikke
godtgjørelse)
Styremedlem i ACTIS (møtegodtgjørelse)",,,,,,,,,,
26,Knut Arild,Hareide,KrF,,Leder av Kristelig Folkeparti (lønnet),,,"Permisjon fra stilling som direktør for lederutvikling i
Schibsted ASA",,,,,"1.- 4. november 2010 - reise til Israel og de palestinske
områdene. Betalt av Kirkens nødhjelp.",iPad uten 3G mottatt 30.05.2011 fra Kristent ledernettverk i Stavanger v/Terje Rott.,
150,Arne L.,Haugen,A,,,Gårdbruker jf pkt 8. Pensjonist fra 01.08.09,,,,,Gårdsbruk gnr 24 bnr 2 i Meldal kommune,,,,
98,Håkon,Haugli,A,,"Styreleder AS Lyngfjell (ingen godtgjørelse)
Leder av Homonettverket, et forumslag under Oslo Arbeiderparti (ulønnet)",,,"Ulønnet permisjon fra Gjensidige Forsikring DA. Bonus
utbetalt i 2011.",,,,"AS Lyngfjell
Gaysir AS",,,
120,Ingrid,Heggø,A,,Styreleiar Høyanger Gulen Bompengeselskap AS (godtgjersle),,,,,,,,,,
147,Linda C. Hofstad,Helleland,H,,,,,,,,,,"Deltok på reise til Taiwan 22.-29. februar 2004. Reise og
opphold betalt av taiwanske myndigheter.",,
29,Trond,Helleland,H,,"Styremedlem Stiftelsen Ål folkehøgskole og kurssenter
for døve (møtehonorar)",,,,,,,,,Sølvskål fra Høyre i anledning 50-årsdag 2012,
22,Are,Helseth,A,,"Styreleder i Maikens Minnefond (ideell stiftelse, ikke
honorar)
Styremedlem i Helset legesenter (ikke styrehonorar)",,,"Har fra 01.10.09 permisjon fra stilling som adm.direktør
ved Fürst Medisinsk Laboratorium AS og MEDLAB AS.
Har lån hos arbeidsgiver.",,,,Helset legesenter AS.,,,
6,Kari,Henriksen,A,,"Styremedlem Stiftelsen Dr. Oscar Olsen fond til fremme
av rusforskning v/Sørlandet Sykehus HF (ikke godtgjørelse)",,,Har permisjon uten lønn fra Sørlandet Sykehus HF,,,,,,"Ryggsekk i skinn, mottatt fra Fagforbundet i forbindelse
med 1. mai arrangement.",
49,Per Rune,Henriksen,A,,"Styremedlem Gasskonferansen i Bergen (ulønnet)
Styremedlem Children at Risk Foundation (ulønnet)",,,,,,,,,,
169,Line Henriette,Hjemdal,KrF,,"Parlamentarisk nestleder i Kristelig Folkeparti (godtgjørelse)
Styremedlem Institutt for sjelesorg (ikke godtgjørelse)",,,,,,,,,"Deltok med ledsager på middag og Bislett Games 4. juni
2010 etter invitasjon fra ""ExxonMobil Bislett Games
2010"".",
126,Bård,Hoksrud,FrP,,"Varamedlem generalforsamlingen i Sparebankstiftelsen
DNB NOR (møtegodtgjørelse)",Hoksrud Consulting (ikke aktivitet for tiden),,Permisjon fra stilling i Fremskrittspartiets Hovedorganisasjon,,,,,"11-16 september 2010 - studiereise til Taiwan. Reise og
opphold betalt av taiwanske myndigheter
17-19 april 2011- deltok på Telecruiset 2012 på Kiel fergen. Arrangørene dekket deltakeravgiften.
11-12 november 2011 - foredrag for VG Nett i Budapest,
Ungarn, som dekket reise og opphold og betalte honorar.",,
10,Alf Egil,Holmelid,SV,,,Skriv kronikkar i Fædrelandsvennen (honorar),,Permisjon utan løn frå Universitetet i Agder.,,,,,,,
110,Solveig,Horne,FrP,,,,,,,,,,"11. - 16. september 2010 - studiereise til Taiwan. Reise
og opphold betalt av taiwanske myndigheter.",,
12,Morten,Høglund,FrP,,,,,,,,,,"Deltok på studieturer til Taiwan 22.02.- 01.03.03 og i
oktober 2008. Reise og opphold betalt av taiwanske
myndigheter",,
109,Bent,Høie,H,,"Varamedlem til styret i Solvang & Høie AS (ikke godtgjørelse)
Nestleder i Høyre (godtgjørelse)",,,,,Rogaland Høyre stiller til disposisjon kontorplass og telefonlinje som benyttes når jeg er i Stavanger,,,"- 3. - 7. november 2004 - reise til Alicante. Konferanse:
Nordmenn i Spania (helse- og sosiale forhold) og besøk
på flere norskdrevne kommunale og ideelle helse- og rehabiliteringsinstitusjoner. Reise betalt over sosialkomiteens budsjett og godkjent av Presidentskapet. Opphold og
diverse måltider betalt av henholdsvis Solgården Ferieog Helsesenter og Diakonissehuset Lovisenberg som arrangerte konferansen og studieturen",Diverse gaver i forbindelse med foredrag og besøk.,
112,Dagfinn,Høybråten,KrF,,"Styreleder i GAVI Alliance (global vaksineallianse).
Vervet er ikke godtgjort, men utgifter til reise, møter,
sekretariat dekkes av GAVI","Gårdsbruk (bortleid)
Inngått ""Normalkontrakt for faglitteratur"" med forlaget
Cappelen Damm AS pr. 27.5.2011","Ansatt som generalsekretær i Nordisk Ministerråd med
virkning fra mars 2013",Permisjon uten lønn fra stilling i staten,,,"Jf. pkt. 3, Høybråten 6, gnr. 18, bnr. 7, Nesodden kommune",,"Gjesteforeleser Brigham Young University september
2006. USA-opphold dekket av arrangør
Besøk ved 100-års jubileum Ylyang Central Hospital,
Hunan, Kina november 2006. Opphold dekket av arrangør
Forelesning i juli 2008 i regi av Sweeten Life Systems,
Ohio, USA. Reise og opphold dekket av arrangør.","- Har mottatt Landsforeningen for hjerte- og lungesykes
ærespris for 2006. Prisen ble uavkortet gitt videre til
Kolslinjen - den gratis informasjonstelefon som ble opprettet høsten 2006 for pasienter, pårørende og andre som
har spørsmål om kols.
- Mottatt portrettmaleri av Bjørn Algrim 27. april 2009
fra kunstneren i anledning røykeloven.",
153,Øyvind,Håbrekke,KrF,,,,,Ulønnet permisjon fra Energi Norge,,,,,,,
86,Stine Renate,Håheim,A,,,,,,,,,,"Foredrag på konferanse om ""Woman's Participation in
Political Parties - Obstacles, Challlenges and Opportunities for change"" i Beirut. Opphold dekket av International
Alert. Tidspunkt: 4.-6. juni 2010",,
128,Torbjørn Røe,Isaksen,H,,"Samfunnsredaktør i tidsskriftet Minerva (ulønnet)
Styremedlem C. J. Hambro's fond (ulønnet)
Medlem av Ferds råd for sosialt entreprenørskap (ulønnet).
Medlem av direksjonen i Polyteknisk forening (ulønnet).","Inntekt fra Kopinor etter opptrykk.
Inntekt fra Cappelen Damm etter utgivelse av boken
""Høyre om!"" i 2009.
Honorar for fast spalte i Morgenbladet.
Inntekter fra utgivelsen av boken ""Konservatisme"" på
Universitetsforlaget i 2011.
Honorar fra TV Norge ifm. deltakelse i programmet ""4
stjerners middag"" september 2012. Honoraret er gitt bort.
Honorar fra NRK for manus + programlederjobb i programserien ""Sommer i P2"" 2012.
Honorar fra Nytt Norsk Tidsskrift for artikkel.",,,,,,En aksje i Klassekampen AS,"18. - 24. mai 2010 - reise til Paris - International Visitor
Program. Flyreise, hotell og enkelte måltider betalt av
den franske stat.
1.-4. november 2010- Reise til Israel/Palestina i regi av
Kirkens nødhjelp. Stortingsgruppen betalte flybilletten.
Arrangør betalte måltider.
26. februar-4.mars 2011- Studietur til Hong Kong i regi
av Hong Kongs myndigheter. Arrangør betalte reise og
opphold.",,
92,Siv,Jensen,FrP,,"Partileder i Fremskrittspartiet (godtgjørelse: fri bil)
Parlamentarisk leder i Fremskrittspartiets stortingsgruppe
(godtgjørelse)","Sporadiske honorar for artikler og kommentarer til ulike
norske medier.",,,,,,,"10.-17. januar 2010. Studietur til Taiwan etter invitasjon
fra den taiwanske regjering. Reise og opphold dekket av
vertskapet.","Utlånsavtale smykker Van Bergen Design. Smykkene
returneres etter 3 måneder, men kan også lånes ut på
nytt. Avtalen gjelder for ett år av gangen og kan skriftlig
sies opp av begge parter innen 1 måned før avtalens slutt.
3,5 l whisky fra Stortingets presselosje, desember 2011.",
163,Irene,Johansen,A,,"Medlem Moss bystyre (møtegodtgjørelse)
Styreleder i Det Norske Blåseensemble (godtgjørelse)
Varamedlem til sentralstyret i Europabevegelsen (ingen
godtgjørelse)
Styremedlem i Hydrogenfabrikken Kunsthall (ingen
godtgjørelse)",,,Ulønnet permisjon fra stilling i Jernbaneverket,,,,,,,
85,Morten Ørsal,Johansen,FrP,True,,,,,,,,,,,
117,Arve,Kambe,H,,,"Eier andel av tre boligprosjekter i Karmøy, Ålesund og
Sula. Alle boligprosjektene er regulert, men ikke utbygget ennå.",,"Permisjon fra stilling som markedsansvarlig i Trygge
Barnehager AS
Bonusavtale basert på byggestarter av vedtatte barnehager i fremtiden.",,,,,,,
19,Gorm,Kjernli,A,,"Medlem skoleutvalget Drømtorp videregående skole
(godtgjørelse)",,,,,,,,,,
15,Kari Kjønaas,Kjos,FrP,,Medlem kommunestyret i Lørenskog (godtgjørelse),,Medlem av Stortingets Billighetserstatningsutvalg (godtgjørelse),,,,,,"Deltok på reise til Filippinene 3. - 11. nov. 2007. Reise
og opphold betalt av European Parliamentary Forum on
population and development (EPF).",,
116,Magnhild Meltveit,Kleppa,Sp,,,,,Permisjon frå undervisningsstilling ved Hjelmeland skule.,,,,,,,
70,Jenny,Klinge,Sp,,Leiar i forstandarskapet Surnadal Sparebank(godtgjering),,,,,,,,,,
28,Ulf Erik,Knudsen,FrP,,"Medlem av Drammen bystyre (godtgjørelse)
Styremedlem i stiftelsen Drammen Museum, godtgjørelse",,,Har permisjon fra stilling i NAV Buskerud (siden 1997),,,,,,,
136,Tove Karoline,Knutsen,A,,,"Enkeltmannsfortaket ""Arctica musikkproduksjon"" for
ivaretakelse av mitt kunstneriske engasjement (enkeltkonserter, komponistoppdrag m.m., som vil være relativt
begrenset i stortingsperioden)
Rettighetsorganisasjonene TONO og GRAMO yter honorar etter faste satser for rettighetsbelagt materiale/åndsverk",,,,,,,,,
27,Martin,Kolberg,A,,"Parlamentarisk nestleder i Arbeiderpartiets stortingsgruppe (godtgjørelse)
Medlem Hovedkomiteen VM Vikersund 2012 (ulønnet)",,,,,,,,,,
132,Øyvind,Korsberg,FrP,True,,,,,,,,,,,
76,Ivar,Kristiansen,H,,Styreleder i Salten Kraftsamband fra 27.4.2012 (godtgjørelse),,,,,,Eier 1/3 av leilighet i Hålogalandsgate 128 i Bodø,,"12.-16. desember 2008 - studiereise til Taiwan, betalt av
taiwanske myndigheter. Invitert av Taiwans representasjonskontor i Norge.",,
138,Gerd Janne,Kristoffersen,A,True,,,,,,,,,,,
119,Hallgeir H.,Langeland,SV,,,,,,,,,Aksjer i Klassekampen,"- Stavanger kommune: Yveskele (Finland) våren 1996,
København våren 1997
- Interkommunalt vann, avløp og renovasjonsverk:
Frankfurt, Køln og Gøteborg høsten 1996
- Flyktningerådet: Palestina (valgobservatør) januar 1995",Porselensfat fra ordføreren i Hebron i Palestina,
162,Ulf,Leirstein,FrP,,"Varamedlem Moss bystyre (godtgjørelse pr. møte)
Leder kontrollutvalget Moss kommunale pensjonskasse
(godtgjørelse)
Styreleder Storesand feriekoloni (ulønnet)",,,,,,,A/S Momarken Travbane,,,
149,Tord,Lien,FrP,,"Hovedstyremedlem i Norsk Bibliotekforening (ingen
godtgjørelse)",,,,"Ansatt i Trønderenergi som konserndirektør for informasjon og samfunnskontakt med kontraktsfestet tiltredelse
1. oktober 2013",,,,15. -18. januar 2009 - Opphold med delpensjon i Barcelona i anledning World Mobile Congress dekket av Telenor,,
75,Anna,Ljunggren,A,,"Jurymedlem i El Returs miljøpris fra 2009 (honorar)
Styremedlem Fredrikke Tønder-Olsens legat (ulønnet)
Styremedlem Petter Dass Stipendiefond (ulønnet)
Styremedlem i Nordisk informasjonskontor i NordNorge (ulønnet)",,,,,,,,,,
35,Per Olaf,Lundteigen,Sp,,Styremedlem Vestfossen Innkjøpslag BA (ulønnet),Gardbruker,,,,,,,,,
61,Audun,Lysbakken,SV,True,,,,,,,,,,,
124,Bjørn,Lødemel,H,,"Styreleiar Lødemel Bok og Interiør A/S (ikkje honorar
per dags dato)
Leiar Hornindal Næringslag (uløna)",,,,,,"Eier del av Nordby, som er et næringsbygg med forretninger og leiligheter. Ligger i Hornindal kommune.",Lødemel Bok og Interiør A/S,,,
