rep_number,first_name,last_name,party,Har ingen registreringspliktige interesser,Styreverv mv.,Selvstendig næring,Lønnet stilling mv.,Tidligere arbeidsgiver,Framtidig arbeidsgiver,Økonomisk støtte,Eiendom i næring,Aksjer mv.,Utenlandsreiser,Gaver,Ingen registrerte opplysninger
147,Sivert,Bjørnstad,FrP,,"Styremedlem, Karl-Ove Bjørnstad Eiendom AS. Ikke
lønnet.","Innehaver, Bjørnstad Kurs og Kompetanse.
Innehaver, Peninsula Invest AS",,,,,"Er deleier i flere bygårder/utleieforhold/tomter i Trondheim og nærliggende kommuner gjennom eierskapet i
Peninsula Invest AS.","BlueEye Robotics AS (under 1 %)
Aker Solutions ASA (under 1 %)
FLEX LNG Ltd. (under 1 %)
Golden Ocean Group LTD (under 1 %)
Grieg Seafood ASA (under 1 %)
Idex ASA (under 1 %)
Karl-Ove Bjørnstad Eiendom AS (18 %)
Karl-Ove Bjørnstad AS (16,364 %)
Odfjell Drilling ASA (under 1 %)
Peninsula Invest AS (100 %)
Questerre Energy Corporation (under 1 %)
Saxe Viks Vei 2 AS (18 %)
Taurus AS (18 %)
Yara International ASA (under 1 %)",,,
115,Olaug V.,Bollestad,KrF,,"Styremedlem i Watoto, ulønnet.
Styremedlem i Brannvesenet Sør- Rogaland, lønnet.",,,Ulønnet permisjon fra Stavanger Universitetssykehus.,,,,,,,
136,Sandra,Borch,Sp,,"Styremedlem Sameiet Sjørpaken - lønnet
Styremedlem Alfheim Arena AS - lønnet
Nestleder Troms Senterparti - ulønnet",,,,,,,,,,
67,Else-May,Botten,A,,Styremedlem i Actis (møtegodtgjørelse) fra januar 2013,,,4 års permisjon fra LO,,,,,"25.03.-27.03.2011 Reise Oslo/Spania betalt av Østensjø
Rederi AS i forbindelse med skipsdåp","Øredobber og smykke fra Hijos De J. Barreras, S.A,
gudmorgave ved skipsdåp 26.3.2011",
10,Torhild,Bransdal,KrF,,"Styremedlem KS Agder (møtegodtgjørelse)
Hovedstyremedlem KS (godtgjørelse)
Nestleder arbeidsutvalg Agder Energi (eierutvalg) (møtegodtgjørelse)",,,,,,,,,,
63,Terje,Breivik,V,,Nestleiar i Venstre. Godtgjersle tilsvarande 10% av stortingsrepresenstantsgodtgjerlsa.,,,,,,,Hardanger Slipeverkstad AS.,,,
109,Tina,Bru,H,True,,,,,,,,,,,
3,Åshild,Bruun-Gundersen,FrP,,"Nye Veier AS, styremedlem, lønnet.
Arendal Eiendom KF, styremedlem, lønnet.
Arendal Bystyre, medlem, lønnet.
Arendal Formannskap, medlem, lønnet.
Aust-Agder Næringsselskap AS, varamedlem
Aust-Agder Fylkesting, medlem, lønnet.
Aust-Agder Fylkesutvalg, medlem, lønnet.
Fellesnemnd for Agder, medlem, lønnet.
Nedenes skole Samarbeidsutvalg, politisk oppnevnt, lønnet.",,,"Har fått innvilget permisjon fra min stilling i Nye Veier
AS i perioden 9.oktober 2017 - 9.oktober 2021. Får ikke
lønn under permisjon, er også meldt ut av pensjons- og
forsikringsordningene.
Har permisjon fra en annen stilling i Statens Vegvesen
frem til 31.12.2017. Får ikke lønn under permisjonen eller andre velferdsfordeler.",,,,,,,
97,Jan,Bøhler,A,True,,,,,,,,,,,
53,Jette F.,Christensen,A,,,,,"Permittert fra stilling som administrasjonsmedarbeider
(50%) i Norsk Forfattersentrum",,,,,,,
31,Lise,Christoffersen,A,,"Styremedlem Strømsgodset Toppfotball (ulønnet)
Nestleder Buskerud Idrettskrets (ulønnet)
Styremedlem i Stiftelsen Guts (ulønnet)
Rådsmedlem i SOS-barnebyer (ulønnet)
Medlem Stortingets rettferdsverderlagsutvalg (godtgjøring)",,,"Permisjon uten lønn: Asplan Viak AS, Sandvika",,,,,,"Mottatt en flaske av Drammen kommunes jubileumscognac 2011 som medlem av jury for å bestemme dens navn.
Cognac og navnekonkurranse et samarbeid mellom Larsen Cognac, Trond B. Olsen, Byavisa Drammen og Radio Metro.",
75,Margunn,Ebbesen,H,,"Narvik Havn KF. Vervet er lønnet med en årlig godtgjørelse.
Stiftelsen Vegaøyan Verdensarv. Ulønnet styremedlem.",,,,,,,,,,
104,Espen Barth,Eide,A,,"Styremedlem (vice-chair), Centre for Humanitarian Dialogue, Genève (ulønnet verv).
Co-chair, Council on the Future of International Security,
World Economic Forum, Genève (ulønnet verv)
Styremedlem, Stockholm International Peace Research
Institute (SIPRI, Stockholm) (ulønnet verv)
Senior Adviser, Centre for Strategic and International
Affairs (CSIS), Washington D.C. (ulønnet verv)
Styremedlem, Norsk Utenrikspolitisk Institutt (NUPI),
Oslo, (styrehonorar kr. 28000 pr. år)
Felles for de internasjonale vervene nevnt over er at reise
og opphold normalt dekkes ifb. med styremøter o.l.",,,,,,,"Jeg eier fra tidligere et enkeltmannsforetak, Espen Barth
Eide Analyse, men det er ikke og har heller ikke vært
noen aktivitet der siden 2005.",,,
105,Petter,Eide,SV,,,"Enkeltpersonsforetak org nummer 996643182
omsetning så langt i 2017, ca 300 000,Ikke aktivt etter at jeg ble stortingsrepresentant.",,,,,,,,,
54,Torill,Eidsheim,H,,"Modalen Næringsbygg - lønnet med styrehonorar,
Sunnhordland lufthamn - permisjon,
Voss og omland bompengeselskap as - permisjon,
Norvegfinans - permisjon",Skram media,,,,,,Skram Media as,,,
24,Hårek,Elvenes,H,,,"Enkeltmannsforetak: Hårek Elvenes Bedriftsrådgivning.
Sovende selskap. Ingen aktivitet og inntekter siden 2007.",,Permisjon uten lønn fra Forsvarsbygg.,,,,"Aksjer i Marine Harvest ASA, Aker ASA, Norwegian
Air Shuttle ASA, Golden Ocean AS, Prosafe og Norsk
Hydro. Alle: Eierandel mindre enn 1 %",,,
34,Jon,Engen-Helgheim,FrP,,"Bystyremedlem Drammen Kommune, lønnet
Gruppeleder for FrP i Drammen Kommune, lønnet
Formannskapsmedlem Drammen Kommune, lønnet
Leder av bystyrekomitee for Helse sosial og omsorg,
lønnet
Leder av Drammen FrP, lønnet.","Er innehvaver av et enkeltmannsforetak som har vært
uvirksomt i mange år.",,"lønn utbetalt til og med oktober 2017. Skal i tillegg gjøres opp et lån fra Accept Servicepartner AS til meg på 50
000,- Avventer svar fra revisor på fremgangsmåte.",,,,"Eier aksjer i følgende selskap:
Aker Solutions ASA, 180 stk.
Frontline LTD, 18 stk.
Grieg Seafood ASA, 100 stk.
Norwegian Energy Company ASA, 15 stk.",,,
61,Liv Kari,Eskeland,H,,"Styreleder Klp (fram til neste val, mai 2018) Mottek honorar
Styreleder Paladio AS, ikkje honorar
Styremedlem Språkrådet (avventer avklaring KUD) Mottek honorar
Styremedlem Kulturskulerådet, (avventer avklaring)
mottek honorar
Styremedlem Bremnes Fryseri (avventer avklaring),
Mottek honorar
Styreleiar/DL L.K.Eskeland AS. L.K.Eskeland AS eig
45% i Paladio som vidare eig andre selskap
Styremedlem Sethaugen AS, ikkje honorar
Varamedlem Sentech AS, ikkje honorar
Har trukket meg som styreleiar i Salmon Group, og møter ikkje ut denne perioden. Av praktiske årsaker vert
dette endra ifm generalforsamling 08.05.18
Kommunestyre og Formannskapsmedlem Stord kommune","L.K. Eskeland AS, ingen aktive oppdrag",,Avslutta arbeidsforhold med tidligere arbeidsgjevar,,,,"L.K.Eskeland AS, 100% eigar
Paladio AS, 45% Eigar (Gjennom L.K.Eskeland AS,
saman med Halleraker AS 55% eigar)
Paladio AS eig i følgjande selskap:
- Sethaugen AS - 50% eigar
- Sentech Holding - 57,26% eigar
- Rimsvarde 30,25% eigar
- Skrog Eigedom 11% eigar
- Totland Utvikling 24,81% eigar
-Euler Ceramic Systems as, 16,9% eiger",,,
82,Mona Lill,Fagerås,SV,True,,,,,,,,,,,
79,Jonny,Finstad,H,,"Lofotbyraaet A/S, Styreleder. Ulønnet/ikke aktivt selskap
Styreleder Lofoten Matpark AS. Styregodtgjørelse
Styreleder Vestvågøy Asvo A/S. Styregodtgjørelse
Styreleder Leknes Fotballklubb.Ulønnet
Leder Nordland Høyre.Styregodtgjørelse",Eier av Lofotbyraaet A/S. Selskapet er/har ikke vært aktivt.,Se punkt 2,,,,,"Lofotbyraaet A/S, 100% eierandel.",,,
70,Knut Magne,Flølo,FrP,,,,,,,,,,,,True
5,Ingunn,Foss,H,,"Lønnet verv som leder av Representantskapet i KLP.
Går ut av dette vervet på Generalforsamlingen i selskapet
i mai 2014.",,,,,,,,,,
77,Kjell-Børge,Freiberg,FrP,,"Styremedlem Nordland FrP, ikke lønnet
Styremedlem i Innlandet Lokalutvalg, ikke lønnet",,,,,,,,,,
52,Peter,Frølich,H,,"Medlem, Bergen bystyre (honorert)
Medlem, komite for miljø og byutvikling under Bergen
bystyre (honorert)
Vara, Bergen hjemmetjenester KF, styret. (honorert)
Vara, Kommunenes Sentralforbund, Fylkesmøtet (ikke
honorert)
Vara, Bergen kommunes fond til kunstnerisk utsmykning
av byen, styret. (ikke honorert)
Styremedlem i Jobit AS (ikke honorert)","Medeier i it-selskapet Jobit AS (37,5% av aksjene).","Kontrakt med Univ.forlaget inngått 22.4.15 om å skrive
lærebok i kontraktsrett. Royalty av salg: 13%","Ulønnet permisjon fra Kluge Advokatfirma, fra stilling
som advokatfullmektig.",,,,"Aksjer i:
Anthope AS, som jeg eier 33 pst. av (B-aksjer uten
stemmerett på generalforsamling), som eier aksjer i følgende selskaper: Norsk Hydro ASA, Yara International
ASA og Statoil ASA.
Medeier i teknologiselskapet Jobit AS, 37,5%
* Selskapet har fått støtte fra Innovasjon Norge.
Funcom NV (tilsvarer ASA i Nederland)
Salmar ASA
Statoil ASA
Fond:
DnB Teknologi
DnB Norge Indeks
Holberg Rurik
KLP AksjeFremvoksende Markeder Indeks II
KLP Aksje Verden Indeks
Odin Energi C
Skagen Kon-Tiki A
Bondora (Estland-basert gjeldsfond)",,"Mottatt september 2015: ""VIP BIFF-kort"" - fri adgang til
alle filmer på Bergen Internasjonale Filmfestival (ukjent
verdi),",
138,Torgeir Knag,Fylkesnes,SV,,,,,Avtale Med Teknologirådet om ulønnet permisjon ut perioden fra 1. oktober 2013.,,,,Har en liten aksjepost i selskapet ArcGiraff - et teknologi- og reklameselskap med hovedkontor i Vadsø.,,,
35,Masud,Gharahkhani,A,,Styremedlem Drammen havn(styrehonorar),,,,,,,Orkla ASA (Eierandel:mindre enn 1%),,,
149,Guro Angell,Gimse,H,,,,,,,,,,,,True
144,Trond,Giske,A,True,,,,,,,,,,,
21,Sigbjørn,Gjelsvik,Sp,,,,,,,,,,,,True
141,Arild,Grande,A,True,,,,,,,,,,,
148,Heidi,Greni,Sp,,"Kommunestyremedlem i Holtålen kommune (ingen
godtgjørelse)",,,Permisjon uten lønn fra Coop Oppdal,,,,,,,
160,Carl-Erik,Grimstad,V,,"Permisjon fra vervet som varaordfører i Tjøme kommune, fra 1.1.2018 1. vararepresentant for Venstre i Færder
kommunestyre (møtehonorar)Politisk nestleder Vestfold
Venstre, ulønnet.","Eneaksjonær i selskapet Public Step AS orgnr.
976701763MVA, omsetning de siste tre årene gj.snittlig
500.000 knyttet til min kones virksomhet. Fra 1.1.2018
forventes liten eller ingen aktivitet i selskapet.",,"Permisjon uten lønn fra stilling som førsteamanuensis
ved Høyskolen Kristiania.",,,,"100% av aksjene i selskapet Public Step AS, orgnr.
976701763MVA (reklame/informasjon), omsetning de
siste årene ca. 500.000 (stort sett knyttet til min kones
virksomhet). Fra 1.1.2018 forventes minimal omsetning",,,
62,Ruth,Grung,A,,"FiskeriForum Vest, styreleder, ikke lønnet - 201101.06.2016.
Carte Blanche, dansekompani, styremedlem, lønnet 2012.
Anleggsutvalget for Norsk Håndballforbund region Vest,
medlem, ikke lønnet - 2013.
Representantskapet Kirkens Bymisjon Bergen, ikke lønnet - 2014-2016.
Programrådet for NRK Hordaland og Sogn og Fjordane,
vara, lønnet - 2011-2015.
Folkets Hus AS, vara - 2012-2015 - ikke møtt. Styret
Hordaland Idrettskrets, nestleder, ikke lønnet - 20142016.",,,Permisjon fra NAV Hordaland,,,,,,,
9,Hans Fredrik,Grøvan,KrF,True,,,,,,,,,,,
134,Kent,Gudmundsen,H,,,Passiv medeier i Ferieguiden ANS,,,,,,,,,
18,Himanshu,Gulati,FrP,,,,,,,,Jeg eier 4 utleieleiligheter i Oslo kommune.,Jeg eier 100% av aksjene i Shizzle AS.,,,
153,Jon,Gunnes,V,,,,,,,,,28 aksjer i Moelven Industrier ASA.,,,
86,Tore,Hagebakken,A,True,,,,,,,,,,,
116,Margret,Hagerup,H,,"Medlem av generalforsamlingen i Sparebankstiftelsen
Time og Hå. Lønnet.",,,,,,,,,,
120,Terje,Halleland,FrP,,"Styreleder, Domizil AS (ikke lønnet)
Styremedlem Berge Sag Gruppen AS",,Se punkt 2,,,,,Domizil AS (100 prosent),,,
151,Lars,Haltbrekken,SV,,"Valgkomiteen til Regnskogfondet, ulønnet",Har et enkeltmannsforetak som ikke er aktivt.,,Har pensjonsrettigheter fra tiden jeg var leder i Naturvernforbundet,,,,10 aksjer i Klima2020,,,
146,Eva Kristin,Hansen,A,,Styremedlem Midtnorsk Jazzsenter (godtgjørelse),,,,,,,,,,
166,Svein Roald,Hansen,A,,Styremedlem Tredalen Eiendom AS (ulønnet),,,,,,Tredalen Eiendom AS,,,,
121,Øystein Langholm,Hansen,A,,"Stiftelsen Rogalandsforskning, nestleder (lønnet)
Stiftelsen Rogaland kurs- og konferansesenter RKK
(lønnet)",,,,,,,,,,
1,Svein,Harberg,H,,"Styreleder Stiftelsen Fjordane Utvandrersenter (ikke
godtgjørelse)
Styremedlem i ACTIS (møtegodtgjørelse)",,,,,,,,,,
60,Knut Arild,Hareide,KrF,,"Leder av Kristelig Folkeparti (lønnet)
Parlamentarisk leder (lønnet)
Styremedlem Plan (ulønnet)",,,"Permisjon fra stilling som direktør for lederutvikling i
Schibsted ASA",,,,,"1.- 4. november 2010 - reise til Israel og de palestinske
områdene. Betalt av Kirkens nødhjelp",iPad uten 3G mottatt 30.05.2011 fra Kristent ledernettverk i Stavanger v/Terje Rott.,
41,Marianne,Haukland,H,,"Verdensarvsenteret for bergkunst - Alta museum
representantskapet.Møtegodtgjørelse
Fylkestinget i Finnmark
representant (H).Møtegodtgjørelse
Gruppeleder Kommunestyret i Alta
Herunder: Formannskapet, planutvalget, økonomiutvalget.Møtegodtgjørelse
Årlig godtgjørelse månedlige godtgjørelser 12 pst. stilling
- Permisjon overnevnte verv fra 1. oktober 2017.",,"Forvaltningsrevisor 100 %.
Vest-Finnmark kommunerevisjon IKS - Vefik IKS
Permisjon fra 1. oktober 2017",,,,,,,,
102,Stefan,Heggelund,H,True,,,,,,,,,,,
124,Ingrid,Heggø,A,True,,,,,,,,,,,
108,Astrid Nøklebye,Heiberg,H,,,,,,,,,,,,True
29,Trond,Helleland,H,,"Styremedlem Stiftelsen Ål folkehøgskole og kurssenter
for døve (møtehonorar)
Parlamentarisk leder i Høyres stortingsgruppe (godtgjørelse)",,,,,,,,,Sølvskål fra Høyre i anledning 50-årsdag 2012,
6,Kari,Henriksen,A,,Styremedlem i Hjernerådet fra våren 2017.,,,Har permisjon uten lønn fra Sørlandet Sykehus HF,,,,"DNB ASA. Eierandel: under 1%
Fred Olsen Energy ASA. Eierandel: under 1%
Storebrand ASA. Eierandel: under 1%",,"Mottok et armbåndsur merke a.b.art fra OSCE i Geneve,
2. oktober 2014.
Gave fra Stortingsgruppa i forbindelse med min 60 års
dag 2015
Medaljong fra Mongolia i forb med OSCE s sommermøte 2017",
137,Martin,Henriksen,A,,Styremedlem Utøya AS (ulønnet),,,,,,,Polaris Media ASA.,,,
56,Silje,Hjemdal,FrP,,,,,,,,,,,,True
129,Bård,Hoksrud,FrP,,"Medlem kommunestyret i Bamble kommune 20152019(møtegodtgjørelse).
Leder Kontrollutvalget i Bamble 2015-2019 (ledergodtgjørelse).
Medlem Fylkestinget i Telemark 2015-2019 (møtegodtgjørelse).
Medlem av samferdselsutvalget i Telemark FK 20152019 (møtegodtgjørelse).",Hoksrud Consulting,Deltakelse 4-stjerners middag (Honorar) (2016),Permisjon fra stilling i Fremskrittspartiets Hovedorganisasjon,,,,,"11-16 september 2010 - studiereise til Taiwan. Reise og
opphold betalt av taiwanske myndigheter
17-19 april 2011- deltok på Telecruiset 2012 på Kiel fergen. Arrangørene dekket deltakeravgiften.
11-12 november 2011 - foredrag for VG Nett i Budapest,
Ungarn, som dekket reise og opphold og betalte honorar.",,
111,Solveig,Horne,FrP,,,,,,,,,"1250 aksjer i DNO ASA. (Eierandel: mindre enn 1 prosent)
8 aksjer i Marine Harvest (Eierandel: mindre enn 1 prosent)
300 aksjer i Rec Silicon (Eierandel: mindre enn 1 prosent)","11. - 16. september 2010 - studiereise til Taiwan. Reise
og opphold betalt av taiwanske myndigheter.","Et par fjellsko merke La Sportiva fra Den Norske Turistforening ifbm. arrangementet Til Topps i juni 2015
Utstyr fra Norges Idrettsforbund. Verdi kr 3 000,- (Januar 2018)",
12,Anniken,Huitfeldt,A,,Medlem av sentralstyret i Arbeiderpartiet,,,Permisjon fra stilling som forsker ved forskningsstiftelsen FAFO,,,,,,"Jakke, gitt i gave fra Dale of Norway. Verdi 2500.
Deltakelse i 4 stjernes middag på TV Norge. Honorar
10.000 minus skatt. Gitt til Utøyafondet.
Deltagelse i ""Jaget"" på TV2. Honorar 10.000 minus
skatt. Gitt til Utøyafondet.",
40,Geir Adelsten,Iversen,Sp,,"Leder Sørøy Havfiskeklubb ikke lønnet
Styremedlem Vefik ikke lønnet. Godtgjørelse.
Kommunestyrerepresentant i Hasvik kommune. Godtgjørelse.",,,"Hasvik kommune permisjon og jobbet ca 35 år som lærer, kulturkonsulent, skolesjef, flyktningekons.Skal ha en
del feriepenger 2018. Har opparbeidet meg en del pensjonspoeng fra arbeidstida og også fra en periode som
ordfører 2003 - 2007.",Har permisjon fra stilling som lærer ved Hasvik skole,,,,,,
14,Nils Aage,Jegstad,H,,"Ungt Entreprenørskap Oslo og Akershus
Styremedlem
ulønnet",,,,,,,"Aksjer i Gjensidige Forsikring
Stolt-Nielsen Ltd
Storebrand ASA",,,
66,Jan Steinar Engeli,Johansen,FrP,,"Medlem av Formannskapet i Averøy Kommune, Godtgjørelse
Medlem av Kommunestyret i Averøy, Godtgjørelse
Styreleder SG Metallteknikk AS, ulønnet
Styreleder Norgesbeslag AS, ulønnet
Styreleder Unika AS, Godtgjørelse
Styreleder Zebra Graphic AS, ulønnet
Nestleder Atlanterhavstunnelen AS, Godtgjørelse",,,,,,"Produksjonslokaler i Næringsveien 40, Røsand industriområde, 6530 Averøy","SG Metallteknikk AS (30%)
Norgesbeslag AS (50%)
Zebra Graphic AS (50%)",,,
87,Morten Ørsal,Johansen,FrP,,,"Småbruker. Hest, geit, høns, kaniner, påfugler og hunder.",,,,,Småbruk i Nordre Land kommune,,,,
32,Kristin Ørmen,Johnsen,H,,"Styremedlem i Strømsgodset toppfotball. Vervet er ulønnet, får to sesongkort til hjemmekampene.",,,Permisjon fra Høgskolen i Buskerud. Ingen lønnsutbetalinger fra tidligere arbeidsgiver. Pensjon fra Statens Pensjonskasse.,"Avtale om gjeninntreden i Høgskolen i Sørøst-Norge i
lederstilling på nivå en eller to, ikke spesifisert dette yteligere.",,,,,,
46,Tor André,Johnsen,FrP,,Vara til styre i Hedmark Trafikk (møtegodtgjørelse).,,,,,,,"Aksjer i Global Infrastruktur AS, Danefjellveien 1 og i
US Opportunities",,,
98,Mudassar,Kapur,H,,,,,Permisjon fra SOS-Barnebyer Norge,,,,,,,
95,Kari Elisabeth,Kaski,SV,True,,,,,,,,,,,
103,Mazyar,Keshvari,FrP,,"Leder Oslo FrP, ulønnet verv",,,,,,,,,,
89,Ketil,Kjenseth,V,,"Kommunestyremedlem i Gjøvik (godtgjøring pr. møte)
Leder i Gjøvik Frivilligsentral (årlig honorar)
Leder av avviklingsstyret for Stiftelsen Øverby Helsesportsenter (ulønnet)
Styremedlem i Øvre Bråstad Velforening (ulønnet)",,,"Permisjon uten lønn eller andre godtgjørelse fra stilling i
Norsk Vann fram til 1. januar 2018.",,,,,,,
139,Ingvild,Kjerkol,A,True,,,,,,,,,,,
25,Kari Kjønaas,Kjos,FrP,,Medlem kommunestyret i Lørenskog (godtgjørelse),,Medlem av Stortingets Billighetserstatningsutvalg (godtgjørelse),,,,,,"Deltok på reise til Filippinene 3. - 11. nov. 2007. Reise
og opphold betalt av European Parliamentary Forum on
population and development (EPF).",,
68,Jenny,Klinge,Sp,,Leiar i forstandarskapet Surnadal Sparebank(godtgjering),Sporadisk sal av eigne måleri.,,,,,,,,,
58,Eigil,Knutsen,A,,"Varastyremedlem i Bergenhus Arbeiderparti, ikke godtgjørelse.",,,,,,,,,,
28,Martin,Kolberg,A,True,,,,,,,,,,,
20,Turid,Kristensen,H,,,,,"Permisjon fra stilling som program- og ph.d.-konsulent
ved Institutt for musikkvitenskap, Universitetet i Oslo, i
perioden 01.10.17-30.09.21",,,,,,,
159,Erlend,Larsen,H,,"Styreleder AS Raadhuset - ulønnet
Styremedlem stiftelsen Sti for øye - ulønnet
Styremedlem Oslofjordens friluftsråd - lønnet","AS Raadhuset - rådgivning, eneeier
E-forlag - forlag, eneeier","AS Raadhuset, rådgiver (sovende firma)
E-forlag, forlag (aktivt, utgir egne og andres bøker)",,,,,"AS Raadhuset, 100 pst.
E-forlag, 100 pst.",,,
161,Stein Erik,Lauvås,A,,"Varamedlem Styret Momarken toto/Momarken travbane
(ulønnet)
Leder Østfold Arbeiderparti (ulønnet )
Varamedlem styret Marker AP (ulønnet )",,Se punkt 2,Ulønnet permisjon fra Handel og Kontor Norge,,,,,,,
163,Ulf,Leirstein,FrP,,"Medlem Moss bystyre (godtgjørelse pr. møte)
Medlem Moss Havn KF (godtgjørelse)
Styreleder Storesand feriekoloni (årsgodtgjørelse)
1. nestleder FrPs stortingsgruppe (årsgodtgjørelse)",,,,,,,"Aksjer A/S Momarken Travbane (Eierandel: mindre enn
1%)
Aksjer Global Skipsholdning 2 AS (Eierandel: mindre
enn 1 %)
Aksjer Skandiabanken ASA (Eierandel: mindre enn 1%)
Aksjer SAS AB (Eierandel: mindre enn 1 %)
Aksjer Norwegian Air Shuttle ASA (Eierandel: mindre
enn 1%)",,,
152,Kirsti,Leirtrø,A,,"Styreleder Stiftelsen Kystmuseet, Hitra",,,,,,,,,,
